Bifidobacterium,Butyricimonas,Odoribacter,Paraprevotella,Bacteroides,Parabacteroides,Prevotella,unkwon1,unkwon2,unkwon3,Clostridium,unkwon4,unkwon5,Ruminococcus,Anaerostipes,Blautia,Coprococcus,Dorea,Lachnospira,Roseburia,unkwon6,unkwon7,unkwon8,unkwon9,Faecalibacterium,Oscillospira,Ruminococcus.1,Dialister,unkwon10,unkwon11,unkwon12,Sutterella,Escherichia,Klebsiella,Haemophilus,Akkermansia,Tags
0,0,1.68E-05,3.35E-05,0.000251543,6.71E-05,0.001006171,8.38E-05,0,6.71E-05,0,3.35E-05,6.71E-05,1.68E-05,1.68E-05,1.68E-05,0.000201234,0.000117387,1.68E-05,5.03E-05,1.68E-05,5.03E-05,1.68E-05,1.68E-05,0.000201234,0,6.71E-05,0,6.71E-05,6.71E-05,0,5.03E-05,0,0.000134156,8.38E-05,0.000268312,1.00E+00
0,0,0,3.35E-05,0.000218004,8.38E-05,0.000771398,0,0,6.71E-05,0,0,0.000117387,5.03E-05,0,0,0.000100617,3.35E-05,1.68E-05,0,3.35E-05,5.03E-05,1.68E-05,1.68E-05,0.000150926,0,3.35E-05,0,1.68E-05,5.03E-05,0,0,1.68E-05,8.38E-05,5.03E-05,0.000184465,1.00E+00
0,1.68E-05,5.03E-05,3.35E-05,0.000385699,8.38E-05,0.000670781,5.03E-05,0,6.71E-05,0,0,0.000100617,1.68E-05,1.68E-05,0,3.35E-05,0.000100617,0,0,5.03E-05,3.35E-05,0,0,0.000150926,0,5.03E-05,0,1.68E-05,5.03E-05,0,0,0,0.000201234,0.000134156,8.38E-05,1.00E+00
0,1.68E-05,5.03E-05,8.38E-05,0.000234773,0.000167695,0.000637242,5.03E-05,0,6.71E-05,0,0,5.03E-05,1.68E-05,0,3.35E-05,6.71E-05,6.71E-05,1.68E-05,1.68E-05,1.68E-05,5.03E-05,0,0,0.000134156,0,0,0,1.68E-05,5.03E-05,0,0,0,0.000117387,8.38E-05,8.38E-05,1.00E+00
0,3.35E-05,8.38E-05,6.71E-05,0.000553394,0.000184465,0.001257714,0.000117387,0,6.71E-05,0,6.71E-05,6.71E-05,0,0,1.68E-05,0.000167695,0.000201234,1.68E-05,6.71E-05,3.35E-05,0.000134156,1.68E-05,0,0.00033539,0,0.000100617,1.68E-05,0.000134156,0.000100617,0,1.68E-05,1.68E-05,0.000218004,0.000117387,0.000251543,1.00E+00
0,1.68E-05,0.000100617,0.000100617,0.000637242,0.000150926,0.001324792,8.38E-05,0,6.71E-05,0,0,0.000150926,5.03E-05,0,0,0.000150926,0.000184465,0,3.35E-05,3.35E-05,8.38E-05,1.68E-05,0,0.00033539,0,8.38E-05,0,0.000134156,0.000100617,0,0,3.35E-05,0.00033539,0.000268312,0.000251543,1.00E+00
0,0,1.68E-05,5.03E-05,0.000251543,6.71E-05,0.000519855,5.03E-05,0,6.71E-05,0,0,0.000150926,1.68E-05,0,0,0.000100617,5.03E-05,0,1.68E-05,3.35E-05,1.68E-05,0,0,0.000117387,0,1.68E-05,0,3.35E-05,8.38E-05,0,1.68E-05,0,6.71E-05,1.68E-05,0.000184465,1.00E+00
0,0,3.35E-05,0,0.000318621,5.03E-05,0.000922324,3.35E-05,0,6.71E-05,0,3.35E-05,5.03E-05,1.68E-05,0,0,0.000134156,0.000184465,0,6.71E-05,1.68E-05,0.000117387,0,1.68E-05,0.000251543,0,0,0,8.38E-05,0.000100617,0,1.68E-05,0,8.38E-05,0.000167695,0.000167695,1.00E+00
1.68E-05,1.68E-05,5.03E-05,1.68E-05,0.00033539,0.000134156,0.001006171,0.000100617,0,6.71E-05,1.68E-05,0,8.38E-05,3.35E-05,1.68E-05,1.68E-05,0.000134156,8.38E-05,1.68E-05,1.68E-05,8.38E-05,8.38E-05,0,1.68E-05,0.000150926,0,5.03E-05,0,6.71E-05,8.38E-05,0,3.35E-05,1.68E-05,0.000150926,0.000117387,0.000251543,1.00E+00
0,0,8.38E-05,8.38E-05,0.000301851,0.000218004,0.001123558,6.71E-05,0,6.71E-05,1.68E-05,0,0.000117387,1.68E-05,0,0,0.000100617,3.35E-05,0,0,5.03E-05,0.000117387,0,0,0.000251543,0,3.35E-05,0,8.38E-05,3.35E-05,0,1.68E-05,0,0.000218004,0.000184465,0.000234773,1.00E+00
0,3.35E-05,0.000100617,0.000184465,0.000536625,0.000234773,0.001492487,0.000100617,1.68E-05,6.71E-05,1.68E-05,1.68E-05,0.000167695,1.68E-05,1.68E-05,0,0.000150926,0.000117387,0,5.03E-05,5.03E-05,0.000117387,0,1.68E-05,0.000402468,0,6.71E-05,0,0.000100617,8.38E-05,0,3.35E-05,1.68E-05,0.000318621,0.000184465,0.000318621,1.00E+00
1.68E-05,3.35E-05,3.35E-05,1.68E-05,0.000402468,0.000134156,0.000972632,0.000117387,1.68E-05,6.71E-05,0,0,0.000184465,1.68E-05,0,0,8.38E-05,0.000100617,0,5.03E-05,3.35E-05,3.35E-05,0,0,0.000234773,0,3.35E-05,1.68E-05,0,6.71E-05,0,3.35E-05,0,0.000201234,6.71E-05,0.000150926,1.00E+00
0,3.35E-05,6.71E-05,6.71E-05,0.000318621,0.000117387,0.000670781,5.03E-05,0,6.71E-05,0,3.35E-05,5.03E-05,3.35E-05,0,0,0.000100617,0.000150926,0,0,0,8.38E-05,0,0,0.000285082,0,1.68E-05,0,0.000100617,6.71E-05,1.68E-05,1.68E-05,1.68E-05,0.000117387,5.03E-05,0.000100617,1.00E+00
1.68E-05,3.35E-05,1.68E-05,8.38E-05,0.000385699,0.000117387,0.001240944,0.000134156,3.35E-05,6.71E-05,1.68E-05,0,0.000150926,3.35E-05,1.68E-05,0,0.000150926,0.000117387,0,5.03E-05,1.68E-05,5.03E-05,3.35E-05,1.68E-05,0.000251543,0,3.35E-05,0,8.38E-05,0.000100617,0,1.68E-05,0,0.000201234,8.38E-05,0.000201234,1.00E+00
1.68E-05,0,0,0,0.000201234,5.03E-05,0.000637242,1.68E-05,0,6.71E-05,3.35E-05,3.35E-05,0.000100617,0,0,0,8.38E-05,6.71E-05,3.35E-05,1.68E-05,0,0,3.35E-05,0,0.000218004,0,3.35E-05,0,5.03E-05,3.35E-05,0,0,0,0.000117387,8.38E-05,0.000251543,1.00E+00
1.68E-05,1.68E-05,8.38E-05,0.000100617,0.000586933,0.000234773,0.001492487,0.000100617,0,6.71E-05,0,1.68E-05,0.000117387,1.68E-05,0,3.35E-05,0.000301851,0.000201234,0,3.35E-05,0,8.38E-05,0,0,0.00033539,0,1.68E-05,0,6.71E-05,0.000167695,0,0,0,0.000218004,0.000184465,0.000368929,1.00E+00
0,3.35E-05,3.35E-05,3.35E-05,0.00033539,0.000117387,0.000989402,5.03E-05,0,6.71E-05,0,0,0.000150926,1.68E-05,0,0,8.38E-05,0.000100617,1.68E-05,5.03E-05,1.68E-05,0.000100617,0,0,0.000268312,0,3.35E-05,0,6.71E-05,5.03E-05,0,3.35E-05,1.68E-05,0.000251543,0.000134156,0.000201234,1.00E+00
0,1.68E-05,1.68E-05,3.35E-05,0.000469547,0.000167695,0.001190636,0.000100617,1.68E-05,6.71E-05,0,1.68E-05,0.000268312,1.68E-05,0,0,0.000117387,0.000100617,0,6.71E-05,3.35E-05,0.000134156,3.35E-05,0,0.000285082,0,1.68E-05,0,3.35E-05,6.71E-05,0,0,0,0.000184465,0.000301851,0.000268312,1.00E+00
0,0,0,3.35E-05,0.000184465,6.71E-05,0.000737859,3.35E-05,0,6.71E-05,0,0,1.68E-05,3.35E-05,0,0,8.38E-05,8.38E-05,1.68E-05,3.35E-05,6.71E-05,1.68E-05,1.68E-05,0,0.000134156,0,3.35E-05,0,5.03E-05,6.71E-05,1.68E-05,0,1.68E-05,6.71E-05,6.71E-05,0.000234773,1.00E+00
0,3.35E-05,3.35E-05,6.71E-05,0.000402468,0.000117387,0.000905554,0.000100617,1.68E-05,6.71E-05,0,0,6.71E-05,0,3.35E-05,0,0.000117387,3.35E-05,0,0,3.35E-05,3.35E-05,3.35E-05,0,0.000251543,0,3.35E-05,0,6.71E-05,5.03E-05,0,3.35E-05,0,0.000201234,0.000134156,0.000167695,1.00E+00
0,1.68E-05,1.68E-05,3.35E-05,0.000503086,0.000184465,0.001073249,0.000100617,0,6.71E-05,0,0,6.71E-05,1.68E-05,0,0,0.000167695,5.03E-05,3.35E-05,6.71E-05,3.35E-05,0.000117387,1.68E-05,0,0.000285082,0,8.38E-05,0,5.03E-05,6.71E-05,0,0,1.68E-05,0.000318621,8.38E-05,0.000150926,1.00E+00
1.68E-05,1.68E-05,5.03E-05,1.68E-05,0.000385699,0.000134156,0.000754628,3.35E-05,0,6.71E-05,0,0,8.38E-05,0,0,0,0.000100617,6.71E-05,3.35E-05,0,0,3.35E-05,0,1.68E-05,0.000234773,0,5.03E-05,0,0.000150926,6.71E-05,0,0,1.68E-05,0.000117387,1.68E-05,0.000201234,1.00E+00
0,5.03E-05,0.000117387,5.03E-05,0.000553394,0.000150926,0.001593104,0.000100617,0,6.71E-05,1.68E-05,5.03E-05,0.000117387,1.68E-05,1.68E-05,0,0.000167695,0.000150926,0,5.03E-05,3.35E-05,5.03E-05,1.68E-05,0,0.00033539,0,3.35E-05,1.68E-05,5.03E-05,8.38E-05,0,1.68E-05,1.68E-05,0.000234773,0.000117387,0.000251543,1.00E+00
0,1.68E-05,1.68E-05,6.71E-05,0.00033539,8.38E-05,0.000872015,6.71E-05,0,6.71E-05,1.68E-05,0,0.000100617,5.03E-05,1.68E-05,0,6.71E-05,0.000134156,1.68E-05,3.35E-05,3.35E-05,3.35E-05,0,0,0.000150926,0,0,0,0,0.000167695,0,1.68E-05,0,0.000134156,1.68E-05,0.000285082,1.00E+00
0,0,0,3.35E-05,0.000268312,1.68E-05,0.000603703,0.000100617,0,6.71E-05,0,0,8.38E-05,0,0,1.68E-05,3.35E-05,8.38E-05,1.68E-05,0,1.68E-05,3.35E-05,3.35E-05,0,0.000234773,0,0,1.68E-05,5.03E-05,6.71E-05,0,0,0,0.000117387,0.000117387,0.000134156,1.00E+00
1.68E-05,3.35E-05,1.68E-05,5.03E-05,0.000503086,8.38E-05,0.001274483,5.03E-05,1.68E-05,6.71E-05,0,0,0.000167695,0,0,3.35E-05,8.38E-05,0.000150926,0,6.71E-05,0,5.03E-05,0,0,0.000385699,0,5.03E-05,0,8.38E-05,0.000100617,0,0,0,0.000167695,0.000201234,0.000234773,1.00E+00
0,0,1.68E-05,3.35E-05,0.00033539,0.000234773,0.000855246,8.38E-05,0,6.71E-05,0,1.68E-05,0.000134156,0,1.68E-05,1.68E-05,0.000117387,5.03E-05,0,1.68E-05,3.35E-05,3.35E-05,1.68E-05,0,8.38E-05,0,3.35E-05,1.68E-05,1.68E-05,5.03E-05,0,1.68E-05,1.68E-05,8.38E-05,0.000150926,0.000184465,1.00E+00
0,1.68E-05,1.68E-05,3.35E-05,0.000184465,5.03E-05,0.00068755,3.35E-05,0,6.71E-05,3.35E-05,0,1.68E-05,0,0,0,0.000100617,3.35E-05,1.68E-05,1.68E-05,3.35E-05,1.68E-05,0,0,0.000150926,0,1.68E-05,0,5.03E-05,1.68E-05,0,0,0,0.000167695,5.03E-05,0.000100617,1.00E+00
0,1.68E-05,0.000100617,6.71E-05,0.000536625,0.000167695,0.00139187,0.000117387,0,6.71E-05,0,0,0.000184465,6.71E-05,3.35E-05,0,0.000184465,0.000167695,0,0.000117387,6.71E-05,0.000117387,1.68E-05,0,0.000452777,0,8.38E-05,0,6.71E-05,0.000117387,0,5.03E-05,1.68E-05,0.000234773,0.000134156,0.000251543,1.00E+00
1.68E-05,1.68E-05,3.35E-05,5.03E-05,0.000603703,0.000201234,0.001341562,1.68E-05,0,6.71E-05,3.35E-05,0,0.000134156,0,0,0,0.000150926,0.000134156,0,5.03E-05,3.35E-05,0.000134156,0,0,0.000402468,0,3.35E-05,1.68E-05,5.03E-05,0.000100617,0,0,1.68E-05,0.000201234,5.03E-05,0.00033539,1.00E+00
1.68E-05,1.68E-05,3.35E-05,3.35E-05,0.000201234,6.71E-05,0.000838476,3.35E-05,0,6.71E-05,0,3.35E-05,0,1.68E-05,0,1.68E-05,3.35E-05,6.71E-05,1.68E-05,0,0,1.68E-05,0,0,0.000184465,0,3.35E-05,0,6.71E-05,5.03E-05,0,0,3.35E-05,6.71E-05,3.35E-05,0.000100617,1.00E+00
0,1.68E-05,5.03E-05,3.35E-05,0.000167695,0.000134156,0.000855246,6.71E-05,0,6.71E-05,1.68E-05,0,8.38E-05,1.68E-05,0,0,0.000134156,0.000150926,1.68E-05,0,5.03E-05,1.68E-05,0,0,0.000218004,0,3.35E-05,0,3.35E-05,0.000117387,0,0,0,0.000184465,8.38E-05,0.000167695,1.00E+00
0,0,0.000117387,6.71E-05,0.00070432,0.000201234,0.001458948,8.38E-05,1.68E-05,6.71E-05,0,3.35E-05,0.000100617,5.03E-05,0,1.68E-05,0.000201234,0.000100617,0,8.38E-05,3.35E-05,5.03E-05,3.35E-05,0,0.000167695,0,1.68E-05,1.68E-05,6.71E-05,0.000117387,0,1.68E-05,0,0.000201234,0.000167695,0.000251543,1.00E+00
0,0,3.35E-05,1.68E-05,0.000452777,0.000117387,0.001123558,6.71E-05,0,6.71E-05,0,1.68E-05,8.38E-05,1.68E-05,0,3.35E-05,0.000201234,0.000100617,0,5.03E-05,1.68E-05,5.03E-05,0,0,0.000184465,0,1.68E-05,0,5.03E-05,6.71E-05,0,5.03E-05,0,0.000100617,5.03E-05,0.000150926,1.00E+00
0,1.68E-05,0.000100617,1.68E-05,0.000486316,0.000167695,0.000955863,1.68E-05,0,6.71E-05,0,1.68E-05,0.000100617,0,0,0,0.000150926,0.000150926,0,1.68E-05,0,3.35E-05,3.35E-05,1.68E-05,0.000184465,0,5.03E-05,0,0,6.71E-05,0,1.68E-05,0,0.000201234,5.03E-05,0.000167695,1.00E+00
0,3.35E-05,1.68E-05,3.35E-05,0.000385699,0.000100617,0.001324792,8.38E-05,0,6.71E-05,0,3.35E-05,0.000117387,1.68E-05,0,0,0.000100617,0.000117387,1.68E-05,1.68E-05,6.71E-05,0.000150926,0,0,0.00035216,0,5.03E-05,1.68E-05,6.71E-05,0.000117387,0,3.35E-05,1.68E-05,0.000234773,0.000117387,0.000285082,1.00E+00
0,1.68E-05,3.35E-05,1.68E-05,0.000100617,0.000100617,0.000771398,6.71E-05,0,6.71E-05,0,1.68E-05,8.38E-05,3.35E-05,0,3.35E-05,0.000134156,5.03E-05,0,5.03E-05,0,3.35E-05,0,0,8.38E-05,0,5.03E-05,0,0.000100617,8.38E-05,0,0,0,0.000100617,3.35E-05,6.71E-05,1.00E+00
0,1.68E-05,6.71E-05,1.68E-05,0.000285082,0.000117387,0.000771398,6.71E-05,0,6.71E-05,0,0,3.35E-05,1.68E-05,0,0,8.38E-05,1.68E-05,0,3.35E-05,1.68E-05,1.68E-05,0,0,0.000100617,0,1.68E-05,0,3.35E-05,3.35E-05,0,0,1.68E-05,0.000134156,8.38E-05,0.000117387,1.00E+00
0,1.68E-05,3.35E-05,3.35E-05,0.000285082,8.38E-05,0.000888785,0.000117387,0,6.71E-05,0,0,0.000100617,0,0,1.68E-05,0.000167695,6.71E-05,1.68E-05,3.35E-05,1.68E-05,3.35E-05,0,1.68E-05,0.000218004,0,3.35E-05,1.68E-05,3.35E-05,6.71E-05,1.68E-05,1.68E-05,0,0.000251543,0.000117387,0.000234773,1.00E+00
0,3.35E-05,6.71E-05,1.68E-05,0.000519855,0.000184465,0.001308023,0.000117387,0,6.71E-05,6.71E-05,0,0.000134156,5.03E-05,0,0,0.00033539,6.71E-05,0,8.38E-05,5.03E-05,0.000100617,0,3.35E-05,0.000218004,0,0.000150926,0,0.000150926,8.38E-05,0,1.68E-05,0,0.00033539,8.38E-05,0.000218004,1.00E+00
1.68E-05,3.35E-05,6.71E-05,6.71E-05,0.000536625,0.000167695,0.00139187,8.38E-05,0,6.71E-05,0,0,0.000117387,1.68E-05,0,1.68E-05,0.000184465,8.38E-05,3.35E-05,6.71E-05,6.71E-05,6.71E-05,0,0,0.000368929,0,1.68E-05,0,0.000134156,5.03E-05,0,1.68E-05,0,0.000268312,0.000184465,0.000368929,1.00E+00
0,5.03E-05,0.000150926,0.000167695,0.000519855,0.000150926,0.001224175,0.000100617,0,6.71E-05,0,0,0.000201234,5.03E-05,3.35E-05,3.35E-05,0.000150926,8.38E-05,3.35E-05,5.03E-05,5.03E-05,6.71E-05,0,0,0.000251543,0,1.68E-05,1.68E-05,8.38E-05,5.03E-05,0,3.35E-05,3.35E-05,0.000201234,0.000117387,0.000385699,1.00E+00
0,0,3.35E-05,8.38E-05,0.000486316,0.000167695,0.001240944,6.71E-05,1.68E-05,6.71E-05,0,1.68E-05,0.000117387,6.71E-05,0,0,0.000285082,6.71E-05,0,3.35E-05,3.35E-05,8.38E-05,1.68E-05,1.68E-05,0.000251543,0,3.35E-05,0,6.71E-05,5.03E-05,0,3.35E-05,1.68E-05,0.000301851,0.000201234,0.000268312,1.00E+00
0,0,1.68E-05,5.03E-05,0.000402468,8.38E-05,0.000905554,6.71E-05,0,6.71E-05,0,0,6.71E-05,1.68E-05,0,0,5.03E-05,3.35E-05,0,1.68E-05,1.68E-05,8.38E-05,0,0,0.000201234,0,1.68E-05,1.68E-05,0.000117387,0.000184465,0,1.68E-05,1.68E-05,0.000184465,0.000100617,0.000218004,1.00E+00
0,1.68E-05,1.68E-05,5.03E-05,0.000368929,0.000184465,0.001224175,8.38E-05,3.35E-05,6.71E-05,1.68E-05,0,0.000134156,1.68E-05,0,1.68E-05,0.000201234,8.38E-05,1.68E-05,1.68E-05,3.35E-05,5.03E-05,0,0,0.000385699,0,3.35E-05,0,0.000117387,5.03E-05,0,0,0,0.000218004,0.000201234,0.000201234,1.00E+00
0,1.68E-05,8.38E-05,1.68E-05,0.000285082,5.03E-05,0.000586933,3.35E-05,0,6.71E-05,0,0,3.35E-05,3.35E-05,0,1.68E-05,0.000100617,3.35E-05,1.68E-05,1.68E-05,1.68E-05,3.35E-05,0,0,0.000150926,0,3.35E-05,1.68E-05,5.03E-05,0.000134156,0,5.03E-05,0,0.000100617,1.68E-05,6.71E-05,1.00E+00
0,1.68E-05,5.03E-05,8.38E-05,0.000570164,0.000218004,0.001542796,3.35E-05,0,6.71E-05,1.68E-05,0,0.000150926,3.35E-05,0,0,0.000134156,0.000117387,0,0.000100617,0,8.38E-05,3.35E-05,0,0.00033539,0,0,0,1.68E-05,0.000117387,1.68E-05,1.68E-05,5.03E-05,0.000218004,0.000184465,0.00035216,1.00E+00
5.03E-05,3.35E-05,6.71E-05,5.03E-05,0.000536625,5.03E-05,0.000654011,5.03E-05,0,6.71E-05,3.35E-05,1.68E-05,6.71E-05,3.35E-05,0,0,8.38E-05,1.68E-05,1.68E-05,3.35E-05,3.35E-05,5.03E-05,0,0,0.000268312,0,6.71E-05,0,1.68E-05,6.71E-05,0,0,0,8.38E-05,3.35E-05,0.000201234,1.00E+00
0,1.68E-05,5.03E-05,3.35E-05,0.000318621,8.38E-05,0.000771398,0.000100617,0,6.71E-05,0,0,6.71E-05,3.35E-05,0,0,0.000117387,0.000134156,0,1.68E-05,0,3.35E-05,0,0,0.000251543,0,1.68E-05,1.68E-05,1.68E-05,0.000100617,0,3.35E-05,1.68E-05,0.000134156,6.71E-05,0.000100617,1.00E+00
0,0,0,1.68E-05,0.000301851,0.000100617,0.001022941,8.38E-05,0,6.71E-05,1.68E-05,1.68E-05,3.35E-05,5.03E-05,1.68E-05,0,0.000117387,8.38E-05,0,3.35E-05,1.68E-05,8.38E-05,1.68E-05,0,0.000268312,0,1.68E-05,0,3.35E-05,5.03E-05,0,0,0,0.000134156,3.35E-05,0.000268312,1.00E+00
0,0,0,0,0.000301851,8.38E-05,0.000721089,1.68E-05,0,6.71E-05,1.68E-05,0,6.71E-05,0,0,0,8.38E-05,8.38E-05,1.68E-05,1.68E-05,1.68E-05,1.68E-05,3.35E-05,1.68E-05,0.000150926,0,5.03E-05,0,3.35E-05,5.03E-05,0,0,0,0.000117387,6.71E-05,0.000167695,1.00E+00
0,1.68E-05,0,3.35E-05,0.000268312,0.000150926,0.000670781,5.03E-05,1.68E-05,6.71E-05,0,0,6.71E-05,1.68E-05,0,0,0.000100617,6.71E-05,0,6.71E-05,1.68E-05,6.71E-05,0,0,0.000134156,0,0,0,0,5.03E-05,0,1.68E-05,3.35E-05,0.000117387,0.000117387,0.000150926,1.00E+00
0,3.35E-05,0,6.71E-05,0.000419238,0.000234773,0.000972632,1.68E-05,1.68E-05,6.71E-05,0,0,0.000184465,1.68E-05,0,0,0.000184465,0.000100617,1.68E-05,0,1.68E-05,8.38E-05,0,1.68E-05,0.000251543,0,6.71E-05,1.68E-05,3.35E-05,6.71E-05,0,1.68E-05,5.03E-05,0.000301851,0.000100617,0.000201234,1.00E+00
0,0,0,5.03E-05,0.000402468,0.000100617,0.000654011,0.000100617,0,6.71E-05,0,0,3.35E-05,1.68E-05,0,1.68E-05,0.000150926,8.38E-05,1.68E-05,1.68E-05,1.68E-05,1.68E-05,1.68E-05,0,0.000285082,0,1.68E-05,0,1.68E-05,3.35E-05,0,0,0,8.38E-05,8.38E-05,0.000184465,1.00E+00
0,1.68E-05,5.03E-05,5.03E-05,0.000368929,6.71E-05,0.001173866,6.71E-05,0,6.71E-05,0,0,0.000117387,1.68E-05,0,1.68E-05,5.03E-05,3.35E-05,0,5.03E-05,1.68E-05,8.38E-05,0,0,0.000251543,0,3.35E-05,0,5.03E-05,5.03E-05,0,3.35E-05,1.68E-05,0.000167695,8.38E-05,0.000234773,1.00E+00
0,0,1.68E-05,6.71E-05,0.000218004,0.000117387,0.000419238,1.68E-05,0,6.71E-05,0,0,0.000100617,1.68E-05,0,0,5.03E-05,5.03E-05,1.68E-05,1.68E-05,0,1.68E-05,0,0,0.000117387,0,1.68E-05,0,3.35E-05,3.35E-05,0,0,1.68E-05,0.000184465,5.03E-05,0.000218004,1.00E+00
1.68E-05,3.35E-05,8.38E-05,6.71E-05,0.00068755,0.000201234,0.001358331,0.000100617,1.68E-05,6.71E-05,0,1.68E-05,0.000150926,6.71E-05,0,0,0.000218004,0.000100617,3.35E-05,3.35E-05,5.03E-05,0,1.68E-05,0,0.00033539,0,8.38E-05,0,3.35E-05,0.000117387,0,1.68E-05,3.35E-05,0.000234773,0.000184465,0.000402468,1.00E+00
0,0,5.03E-05,3.35E-05,0.000553394,0.000184465,0.000955863,0.000117387,0,6.71E-05,0,5.03E-05,8.38E-05,5.03E-05,0,0,0.000268312,0.000134156,0,5.03E-05,0,6.71E-05,0,0,0.000218004,0,1.68E-05,0,8.38E-05,8.38E-05,1.68E-05,5.03E-05,5.03E-05,0.000218004,0.000201234,0.000268312,1.00E+00
0,5.03E-05,8.38E-05,5.03E-05,0.000486316,1.68E-05,0.001090019,5.03E-05,0,6.71E-05,1.68E-05,0,0.000184465,0,0,3.35E-05,0.000167695,0.000150926,0,1.68E-05,6.71E-05,5.03E-05,1.68E-05,0,0.000285082,0,1.68E-05,0,8.38E-05,8.38E-05,0,3.35E-05,3.35E-05,0.000150926,0.000167695,0.000201234,1.00E+00
0,6.71E-05,3.35E-05,5.03E-05,0.000603703,0.000100617,0.001140327,0.000100617,0,6.71E-05,1.68E-05,0,6.71E-05,3.35E-05,0,0,0.000167695,0.000100617,0,0.000117387,1.68E-05,0.000100617,0,0,0.000318621,0,6.71E-05,0,0.000100617,8.38E-05,0,1.68E-05,0,0.000301851,8.38E-05,0.000285082,1.00E+00
0,1.68E-05,3.35E-05,6.71E-05,0.000436008,0.000184465,0.001090019,0.000117387,0,6.71E-05,0,0,8.38E-05,1.68E-05,0,1.68E-05,0.000117387,0.000134156,1.68E-05,3.35E-05,0,5.03E-05,0,0,0.000251543,0,5.03E-05,0,3.35E-05,0.000100617,0,0,3.35E-05,0.000167695,0.000134156,0.00033539,1.00E+00
0,0,5.03E-05,1.68E-05,0.000301851,0.000150926,0.000788167,5.03E-05,0,6.71E-05,0,0,3.35E-05,1.68E-05,0,0,0.000100617,5.03E-05,3.35E-05,0,0,1.68E-05,1.68E-05,0,0.000234773,0,3.35E-05,1.68E-05,8.38E-05,0.000134156,0,3.35E-05,1.68E-05,0.000150926,0.000100617,0.000167695,1.00E+00
1.68E-05,0,3.35E-05,3.35E-05,0.000452777,0.000167695,0.000905554,5.03E-05,0,6.71E-05,0,0,0.000100617,3.35E-05,0,1.68E-05,0.000167695,0.000184465,1.68E-05,0.000100617,0.000117387,3.35E-05,1.68E-05,0,0.000234773,0,0.000100617,0,5.03E-05,0.000184465,0,1.68E-05,0,0.000184465,8.38E-05,0.000251543,1.00E+00
1.68E-05,6.71E-05,0,6.71E-05,0.000553394,8.38E-05,0.001375101,8.38E-05,1.68E-05,6.71E-05,0,0,0.000184465,5.03E-05,0,0,0.000184465,0.000117387,0,3.35E-05,3.35E-05,3.35E-05,0,0,0.000201234,0,3.35E-05,0,0.000100617,8.38E-05,0,3.35E-05,1.68E-05,0.000251543,0.000301851,0.000218004,1.00E+00
0,0,6.71E-05,6.71E-05,0.000452777,0.000167695,0.001022941,0.000100617,0,6.71E-05,3.35E-05,1.68E-05,0.000100617,0,0,1.68E-05,6.71E-05,0.000167695,0,1.68E-05,1.68E-05,5.03E-05,3.35E-05,0,0.000251543,0,6.71E-05,1.68E-05,1.68E-05,8.38E-05,0,3.35E-05,1.68E-05,0.000234773,6.71E-05,0.000167695,1.00E+00
0,3.35E-05,3.35E-05,6.71E-05,0.000486316,0.000184465,0.00140864,8.38E-05,1.68E-05,6.71E-05,0,5.03E-05,0.000117387,1.68E-05,0,0,0.000268312,0.000117387,0,3.35E-05,0,6.71E-05,1.68E-05,0,0.000301851,0,5.03E-05,0,3.35E-05,8.38E-05,0,3.35E-05,3.35E-05,0.000201234,0.000117387,0.000318621,1.00E+00
0,1.68E-05,0.000117387,6.71E-05,0.000570164,8.38E-05,0.001676952,0.000100617,0,6.71E-05,1.68E-05,0,0.000150926,3.35E-05,0,1.68E-05,0.000301851,0.000150926,0,0.000100617,3.35E-05,5.03E-05,0,1.68E-05,0.000301851,0,3.35E-05,0,0.000117387,0.000117387,0,1.68E-05,1.68E-05,0.000167695,0.000134156,0.000218004,1.00E+00
0,0,5.03E-05,5.03E-05,0.000402468,0.000201234,0.001291253,0.000201234,0,6.71E-05,1.68E-05,0,0.000134156,5.03E-05,0,3.35E-05,0.000134156,5.03E-05,0,6.71E-05,5.03E-05,6.71E-05,3.35E-05,1.68E-05,0.000301851,0,5.03E-05,0,8.38E-05,5.03E-05,0,5.03E-05,0,0.000167695,3.35E-05,0.000184465,1.00E+00
1.68E-05,6.71E-05,5.03E-05,8.38E-05,0.000620472,0.000218004,0.001458948,8.38E-05,0,6.71E-05,1.68E-05,1.68E-05,0.000218004,5.03E-05,0,3.35E-05,0.000251543,0.000150926,0,5.03E-05,1.68E-05,0.000134156,0,0,0.00035216,0,3.35E-05,3.35E-05,5.03E-05,0.000150926,0,0,3.35E-05,0.000234773,0.000234773,0.000251543,1.00E+00
0,1.68E-05,0.000117387,5.03E-05,0.000536625,0.000150926,0.001190636,6.71E-05,0,6.71E-05,0,0,0.000167695,0,0,1.68E-05,0.000117387,8.38E-05,3.35E-05,0,3.35E-05,0.000100617,0,1.68E-05,0.000368929,0,5.03E-05,0,8.38E-05,6.71E-05,0,1.68E-05,1.68E-05,0.000117387,0.000167695,0.000150926,1.00E+00
